,Ang Mo Kio,Bedok,Bidadari,Bishan,Bukit Batok,Bukit Merah,Bukit Panjang,Bukit Timah,Central,Changi,Choa Chu Kang,Clementi,Geylang,Hougang,Jurong East,Jurong West,Kallang,Kembangan,Marine Parade,Novena,Pasir Ris,Punggol,Queenstown,Sembawang,Sengkang,Sentosa,Serangoon,Tampines,Toa Payoh,Whampoa,Woodlands,Woodland,Yishun
0,5.0,5.0,1.0,1.0,1.0,3.0,3.0,0.0,11.0,0.0,0.0,3.0,2.0,5.0,4.0,8.0,6.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,6.0,0.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
1,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,3.0
2,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
3,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
4,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0
5,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0
6,6.0,3.0,0.0,4.0,5.0,5.0,6.0,0.0,3.0,0.0,9.0,4.0,0.0,8.0,4.0,11.0,3.0,0.0,1.0,0.0,13.0,13.0,1.0,5.0,12.0,0.0,4.0,17.0,2.0,0.0,13.0,4.0,12.0
7,6.0,0.0,0.0,4.0,9.0,5.0,6.0,3.0,6.0,0.0,4.0,4.0,3.0,10.0,3.0,7.0,7.0,1.0,0.0,1.0,8.0,16.0,3.0,2.0,16.0,2.0,3.0,16.0,5.0,0.0,10.0,0.0,8.0
8,3.0,7.0,0.0,2.0,7.0,5.0,6.0,0.0,7.0,2.0,5.0,1.0,1.0,10.0,0.0,3.0,1.0,2.0,2.0,0.0,10.0,15.0,2.0,2.0,10.0,0.0,5.0,16.0,3.0,0.0,10.0,3.0,8.0
9,3.0,6.0,0.0,3.0,2.0,8.0,2.0,2.0,4.0,0.0,8.0,1.0,4.0,9.0,3.0,8.0,1.0,1.0,0.0,0.0,6.0,7.0,3.0,1.0,6.0,0.0,1.0,9.0,4.0,0.0,11.0,1.0,2.0
10,2.0,2.0,2.0,1.0,4.0,3.0,6.0,0.0,7.0,2.0,6.0,1.0,4.0,4.0,5.0,7.0,2.0,0.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,0.0,1.0,3.0,2.0,0.0,7.0,1.0,8.0
11,6.0,6.0,0.0,2.0,4.0,5.0,5.0,2.0,13.0,2.0,10.0,0.0,5.0,5.0,2.0,7.0,2.0,1.0,2.0,0.0,2.0,3.0,7.0,4.0,4.0,1.0,6.0,10.0,3.0,0.0,10.0,2.0,6.0
12,6.0,5.0,1.0,3.0,3.0,11.0,6.0,1.0,16.0,0.0,12.0,3.0,4.0,13.0,5.0,7.0,4.0,1.0,4.0,1.0,3.0,2.0,10.0,7.0,9.0,1.0,3.0,11.0,2.0,0.0,10.0,0.0,8.0
13,8.0,3.0,1.0,3.0,5.0,11.0,3.0,2.0,27.0,0.0,9.0,5.0,7.0,10.0,6.0,7.0,8.0,2.0,3.0,0.0,6.0,3.0,10.0,6.0,4.0,0.0,6.0,13.0,1.0,1.0,3.0,0.0,11.0
14,5.0,5.0,1.0,7.0,4.0,8.0,7.0,1.0,26.0,2.0,10.0,2.0,4.0,6.0,9.0,5.0,7.0,0.0,3.0,0.0,4.0,2.0,3.0,2.0,11.0,4.0,1.0,14.0,5.0,2.0,12.0,0.0,8.0
15,4.0,10.0,0.0,3.0,4.0,13.0,3.0,1.0,25.0,0.0,5.0,3.0,6.0,12.0,5.0,8.0,11.0,3.0,2.0,2.0,5.0,10.0,9.0,1.0,10.0,3.0,4.0,13.0,1.0,3.0,7.0,0.0,9.0
16,9.0,11.0,0.0,6.0,5.0,12.0,5.0,5.0,17.0,3.0,8.0,6.0,9.0,11.0,5.0,3.0,11.0,0.0,4.0,0.0,8.0,11.0,9.0,3.0,10.0,0.0,7.0,13.0,8.0,2.0,18.0,3.0,4.0
17,12.0,8.0,1.0,4.0,7.0,19.0,5.0,4.0,29.0,3.0,8.0,8.0,19.0,15.0,6.0,13.0,18.0,0.0,8.0,1.0,12.0,13.0,16.0,8.0,12.0,3.0,11.0,22.0,9.0,2.0,7.0,0.0,18.0
18,17.0,18.0,2.0,1.0,8.0,19.0,5.0,6.0,39.0,1.0,9.0,6.0,10.0,19.0,11.0,17.0,15.0,0.0,9.0,1.0,14.0,17.0,16.0,4.0,20.0,3.0,10.0,38.0,6.0,1.0,16.0,2.0,15.0
19,11.0,8.0,0.0,5.0,6.0,18.0,8.0,5.0,46.0,4.0,8.0,3.0,15.0,16.0,14.0,16.0,16.0,1.0,3.0,0.0,9.0,13.0,17.0,6.0,13.0,8.0,11.0,16.0,8.0,4.0,13.0,3.0,14.0
20,14.0,13.0,1.0,4.0,9.0,19.0,5.0,3.0,41.0,1.0,8.0,8.0,10.0,17.0,2.0,16.0,13.0,0.0,6.0,0.0,12.0,10.0,12.0,7.0,20.0,2.0,3.0,26.0,5.0,1.0,11.0,4.0,11.0
21,14.0,13.0,0.0,8.0,6.0,15.0,10.0,4.0,21.0,3.0,7.0,5.0,12.0,19.0,9.0,11.0,14.0,4.0,1.0,0.0,7.0,14.0,13.0,5.0,22.0,2.0,8.0,23.0,4.0,0.0,6.0,1.0,13.0
22,8.0,8.0,1.0,3.0,11.0,9.0,7.0,2.0,6.0,0.0,11.0,2.0,15.0,18.0,7.0,16.0,8.0,0.0,4.0,0.0,9.0,7.0,9.0,6.0,11.0,3.0,4.0,20.0,4.0,1.0,18.0,4.0,16.0
23,5.0,13.0,1.0,4.0,10.0,3.0,9.0,2.0,7.0,1.0,7.0,2.0,14.0,14.0,4.0,5.0,10.0,0.0,0.0,0.0,9.0,8.0,5.0,4.0,15.0,1.0,5.0,16.0,4.0,2.0,8.0,0.0,16.0
24,7.0,9.0,1.0,3.0,8.0,6.0,8.0,3.0,8.0,0.0,3.0,1.0,7.0,10.0,6.0,6.0,4.0,0.0,0.0,0.0,8.0,6.0,1.0,4.0,7.0,0.0,2.0,3.0,6.0,1.0,10.0,3.0,5.0
25,8.0,5.0,0.0,1.0,4.0,6.0,5.0,0.0,4.0,0.0,2.0,4.0,4.0,9.0,4.0,10.0,2.0,0.0,3.0,0.0,3.0,3.0,7.0,1.0,6.0,1.0,4.0,9.0,2.0,1.0,3.0,1.0,6.0
26,3.0,5.0,1.0,2.0,4.0,3.0,3.0,0.0,4.0,0.0,5.0,4.0,3.0,6.0,2.0,8.0,7.0,0.0,0.0,0.0,7.0,4.0,3.0,1.0,6.0,0.0,2.0,12.0,2.0,3.0,1.0,0.0,3.0
27,7.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,2.0,7.0,1.0,2.0,2.0,0.0,5.0
28,2.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,3.0,0.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0
29,4.0,4.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,4.0
30,3.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,2.0,4.0,0.0,1.0,4.0,1.0,0.0,7.0,2.0,4.0
31,3.0,6.0,0.0,2.0,4.0,3.0,8.0,1.0,2.0,1.0,2.0,1.0,3.0,6.0,3.0,12.0,2.0,0.0,0.0,0.0,6.0,8.0,5.0,5.0,15.0,2.0,7.0,14.0,2.0,0.0,10.0,1.0,6.0
32,4.0,7.0,0.0,2.0,7.0,7.0,3.0,1.0,5.0,0.0,7.0,1.0,4.0,12.0,3.0,9.0,2.0,1.0,1.0,0.0,9.0,19.0,3.0,8.0,14.0,2.0,4.0,12.0,2.0,1.0,16.0,3.0,11.0
33,9.0,8.0,0.0,4.0,9.0,8.0,1.0,4.0,10.0,4.0,15.0,1.0,3.0,7.0,3.0,17.0,3.0,1.0,4.0,0.0,12.0,8.0,8.0,3.0,8.0,1.0,3.0,14.0,3.0,1.0,11.0,1.0,16.0
34,7.0,18.0,1.0,4.0,11.0,5.0,5.0,3.0,8.0,0.0,12.0,5.0,5.0,16.0,4.0,15.0,9.0,0.0,4.0,0.0,10.0,21.0,5.0,4.0,10.0,0.0,5.0,19.0,5.0,1.0,11.0,0.0,17.0
35,8.0,6.0,1.0,5.0,8.0,11.0,6.0,2.0,20.0,0.0,10.0,2.0,8.0,19.0,8.0,14.0,11.0,0.0,8.0,1.0,15.0,8.0,7.0,1.0,10.0,3.0,8.0,18.0,5.0,0.0,10.0,2.0,9.0
36,13.0,12.0,1.0,4.0,12.0,12.0,6.0,8.0,36.0,2.0,8.0,7.0,11.0,20.0,16.0,12.0,17.0,0.0,4.0,1.0,9.0,10.0,8.0,4.0,13.0,3.0,10.0,23.0,3.0,1.0,14.0,4.0,17.0
37,16.0,12.0,1.0,3.0,13.0,13.0,7.0,3.0,42.0,3.0,10.0,3.0,13.0,12.0,14.0,12.0,19.0,0.0,10.0,0.0,8.0,11.0,8.0,3.0,16.0,5.0,8.0,25.0,5.0,4.0,17.0,5.0,11.0
38,11.0,11.0,0.0,4.0,12.0,29.0,6.0,6.0,52.0,2.0,7.0,7.0,12.0,16.0,10.0,13.0,16.0,0.0,7.0,1.0,9.0,11.0,14.0,2.0,9.0,0.0,7.0,18.0,2.0,2.0,10.0,2.0,17.0
39,12.0,12.0,1.0,7.0,9.0,21.0,11.0,4.0,47.0,5.0,9.0,3.0,12.0,14.0,6.0,16.0,13.0,0.0,6.0,0.0,7.0,14.0,15.0,6.0,15.0,6.0,8.0,21.0,3.0,0.0,16.0,3.0,14.0
40,8.0,17.0,1.0,5.0,11.0,24.0,10.0,1.0,46.0,4.0,15.0,10.0,18.0,11.0,13.0,21.0,13.0,0.0,9.0,0.0,14.0,15.0,10.0,2.0,23.0,4.0,10.0,24.0,9.0,0.0,13.0,1.0,16.0
41,8.0,12.0,2.0,6.0,9.0,26.0,9.0,8.0,35.0,2.0,14.0,6.0,13.0,22.0,12.0,11.0,20.0,1.0,7.0,1.0,19.0,12.0,10.0,4.0,21.0,5.0,12.0,32.0,9.0,4.0,21.0,4.0,26.0
42,9.0,20.0,0.0,4.0,10.0,26.0,12.0,4.0,35.0,6.0,14.0,9.0,18.0,19.0,13.0,17.0,13.0,0.0,12.0,0.0,15.0,18.0,16.0,3.0,14.0,2.0,9.0,32.0,7.0,2.0,12.0,6.0,17.0
43,12.0,17.0,0.0,6.0,7.0,13.0,8.0,1.0,33.0,1.0,10.0,4.0,17.0,19.0,12.0,14.0,20.0,0.0,7.0,1.0,11.0,21.0,7.0,5.0,21.0,5.0,9.0,23.0,6.0,3.0,18.0,7.0,10.0
44,9.0,14.0,2.0,6.0,10.0,8.0,6.0,1.0,42.0,6.0,11.0,4.0,9.0,21.0,11.0,15.0,21.0,2.0,8.0,0.0,22.0,12.0,4.0,5.0,10.0,3.0,11.0,14.0,5.0,2.0,15.0,3.0,18.0
45,17.0,12.0,2.0,4.0,10.0,20.0,11.0,1.0,24.0,1.0,15.0,4.0,11.0,16.0,12.0,24.0,19.0,2.0,6.0,0.0,8.0,15.0,12.0,2.0,16.0,2.0,8.0,33.0,5.0,6.0,16.0,4.0,14.0
46,7.0,11.0,1.0,2.0,11.0,16.0,12.0,2.0,11.0,0.0,15.0,2.0,12.0,14.0,9.0,19.0,15.0,0.0,3.0,1.0,12.0,15.0,16.0,7.0,18.0,0.0,14.0,30.0,8.0,4.0,14.0,1.0,20.0
47,13.0,11.0,0.0,2.0,5.0,13.0,6.0,2.0,9.0,0.0,6.0,5.0,7.0,11.0,8.0,17.0,14.0,2.0,3.0,0.0,12.0,15.0,9.0,6.0,14.0,1.0,4.0,18.0,5.0,4.0,16.0,2.0,16.0
48,9.0,9.0,2.0,2.0,6.0,10.0,10.0,2.0,9.0,0.0,4.0,2.0,15.0,9.0,4.0,7.0,6.0,1.0,2.0,0.0,15.0,8.0,3.0,2.0,20.0,0.0,2.0,10.0,5.0,0.0,6.0,3.0,15.0
49,4.0,5.0,0.0,5.0,2.0,6.0,3.0,0.0,2.0,0.0,3.0,1.0,3.0,11.0,3.0,13.0,6.0,1.0,2.0,0.0,7.0,3.0,5.0,3.0,12.0,0.0,6.0,11.0,8.0,4.0,7.0,2.0,10.0
50,4.0,7.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,5.0,3.0,5.0,1.0,5.0,0.0,1.0,0.0,1.0,9.0,4.0,4.0,10.0,0.0,3.0,11.0,4.0,2.0,7.0,1.0,9.0
51,4.0,1.0,0.0,2.0,3.0,3.0,6.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,1.0,5.0,2.0,0.0,1.0,0.0,5.0,2.0,4.0,2.0,7.0,0.0,1.0,6.0,1.0,0.0,3.0,0.0,6.0
52,5.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,4.0,0.0,2.0,6.0,2.0,0.0,3.0,1.0,2.0
53,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,5.0,2.0,3.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0
54,1.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,1.0,7.0,1.0,1.0,3.0,0.0,0.0,9.0,1.0,3.0
55,3.0,7.0,0.0,2.0,2.0,4.0,5.0,0.0,1.0,0.0,4.0,0.0,4.0,11.0,2.0,14.0,3.0,0.0,0.0,0.0,2.0,5.0,4.0,2.0,15.0,0.0,2.0,6.0,3.0,0.0,7.0,2.0,6.0
56,10.0,6.0,0.0,1.0,10.0,4.0,10.0,3.0,5.0,0.0,9.0,6.0,6.0,12.0,2.0,12.0,5.0,0.0,4.0,0.0,7.0,6.0,1.0,2.0,15.0,0.0,6.0,16.0,2.0,0.0,9.0,4.0,4.0
57,10.0,7.0,0.0,4.0,5.0,7.0,6.0,2.0,13.0,0.0,14.0,3.0,7.0,13.0,4.0,19.0,6.0,0.0,3.0,1.0,14.0,7.0,4.0,5.0,5.0,2.0,4.0,19.0,1.0,2.0,12.0,3.0,11.0
58,9.0,7.0,1.0,4.0,8.0,9.0,10.0,3.0,16.0,1.0,8.0,3.0,6.0,14.0,9.0,16.0,7.0,0.0,5.0,2.0,10.0,5.0,6.0,3.0,12.0,1.0,6.0,9.0,4.0,0.0,14.0,3.0,10.0
59,14.0,14.0,3.0,5.0,6.0,15.0,9.0,4.0,18.0,0.0,13.0,4.0,8.0,13.0,9.0,14.0,9.0,2.0,1.0,0.0,15.0,5.0,6.0,6.0,8.0,3.0,6.0,16.0,6.0,1.0,21.0,4.0,17.0
60,11.0,11.0,0.0,6.0,12.0,19.0,7.0,5.0,38.0,0.0,14.0,7.0,8.0,16.0,4.0,18.0,16.0,0.0,4.0,0.0,19.0,7.0,12.0,1.0,15.0,4.0,7.0,28.0,6.0,3.0,15.0,2.0,9.0
61,7.0,11.0,0.0,4.0,10.0,16.0,2.0,3.0,34.0,2.0,6.0,4.0,13.0,13.0,11.0,13.0,16.0,0.0,1.0,1.0,10.0,13.0,8.0,5.0,15.0,5.0,2.0,24.0,3.0,2.0,12.0,0.0,14.0
62,7.0,16.0,0.0,5.0,6.0,8.0,3.0,6.0,43.0,4.0,10.0,3.0,9.0,16.0,15.0,11.0,14.0,1.0,8.0,0.0,12.0,9.0,14.0,8.0,14.0,3.0,9.0,20.0,8.0,0.0,16.0,1.0,7.0
63,8.0,18.0,1.0,5.0,3.0,11.0,6.0,2.0,32.0,5.0,12.0,6.0,13.0,15.0,14.0,11.0,12.0,1.0,3.0,1.0,13.0,13.0,14.0,7.0,12.0,7.0,3.0,12.0,3.0,2.0,22.0,4.0,11.0
64,13.0,14.0,0.0,4.0,17.0,18.0,11.0,1.0,37.0,1.0,11.0,6.0,18.0,14.0,14.0,13.0,12.0,2.0,6.0,0.0,10.0,13.0,19.0,5.0,27.0,3.0,6.0,20.0,10.0,1.0,14.0,3.0,10.0
65,14.0,15.0,3.0,11.0,10.0,25.0,9.0,3.0,29.0,3.0,17.0,9.0,6.0,14.0,11.0,23.0,24.0,1.0,7.0,1.0,11.0,22.0,8.0,11.0,15.0,4.0,11.0,25.0,8.0,3.0,15.0,3.0,23.0
66,11.0,19.0,2.0,9.0,17.0,17.0,9.0,3.0,28.0,4.0,9.0,4.0,17.0,15.0,17.0,22.0,15.0,2.0,10.0,0.0,11.0,11.0,10.0,4.0,21.0,6.0,8.0,30.0,5.0,3.0,18.0,4.0,15.0
67,11.0,17.0,1.0,7.0,8.0,18.0,12.0,5.0,46.0,3.0,9.0,6.0,11.0,11.0,14.0,12.0,16.0,2.0,3.0,0.0,12.0,12.0,6.0,3.0,15.0,4.0,10.0,23.0,4.0,1.0,11.0,1.0,17.0
68,8.0,19.0,0.0,4.0,9.0,11.0,12.0,4.0,23.0,3.0,9.0,7.0,7.0,14.0,10.0,19.0,12.0,1.0,7.0,0.0,13.0,13.0,14.0,6.0,17.0,3.0,6.0,22.0,8.0,3.0,21.0,2.0,17.0
69,10.0,12.0,0.0,4.0,6.0,10.0,10.0,5.0,9.0,1.0,17.0,5.0,7.0,17.0,10.0,15.0,7.0,3.0,4.0,0.0,11.0,19.0,9.0,3.0,23.0,1.0,4.0,19.0,1.0,2.0,21.0,5.0,13.0
70,10.0,15.0,1.0,8.0,9.0,15.0,10.0,2.0,13.0,2.0,13.0,4.0,9.0,13.0,9.0,15.0,10.0,1.0,2.0,0.0,15.0,12.0,14.0,9.0,15.0,0.0,4.0,15.0,5.0,2.0,14.0,2.0,15.0
71,14.0,5.0,1.0,7.0,7.0,10.0,9.0,1.0,6.0,0.0,8.0,3.0,3.0,9.0,7.0,5.0,10.0,0.0,2.0,0.0,6.0,9.0,6.0,1.0,15.0,0.0,8.0,8.0,3.0,3.0,10.0,5.0,11.0
72,3.0,8.0,0.0,2.0,0.0,5.0,0.0,0.0,4.0,0.0,8.0,2.0,3.0,5.0,2.0,9.0,4.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,8.0,0.0,1.0,9.0,6.0,0.0,3.0,0.0,1.0
73,0.0,2.0,0.0,1.0,5.0,5.0,3.0,0.0,1.0,0.0,3.0,1.0,4.0,7.0,1.0,3.0,2.0,0.0,1.0,0.0,8.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,5.0,0.0,4.0,0.0,0.0
74,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,5.0,2.0,3.0
75,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
76,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
77,1.0,3.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,2.0
78,6.0,3.0,0.0,1.0,4.0,2.0,6.0,0.0,2.0,1.0,4.0,0.0,1.0,7.0,2.0,15.0,3.0,0.0,1.0,0.0,5.0,13.0,0.0,2.0,10.0,0.0,3.0,9.0,3.0,1.0,5.0,0.0,8.0
79,7.0,4.0,1.0,1.0,6.0,3.0,6.0,0.0,4.0,0.0,5.0,1.0,4.0,12.0,10.0,13.0,4.0,0.0,1.0,0.0,6.0,8.0,0.0,2.0,9.0,0.0,1.0,7.0,5.0,1.0,16.0,5.0,9.0
80,5.0,4.0,0.0,3.0,5.0,4.0,5.0,0.0,6.0,1.0,4.0,0.0,5.0,10.0,1.0,11.0,5.0,0.0,2.0,0.0,6.0,7.0,4.0,3.0,9.0,0.0,0.0,4.0,4.0,0.0,11.0,1.0,5.0
81,7.0,3.0,0.0,0.0,9.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,6.0,4.0,2.0,1.0,0.0,0.0,7.0,6.0,2.0,3.0,4.0,1.0,1.0,5.0,0.0,1.0,5.0,1.0,4.0
82,1.0,2.0,0.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,5.0,2.0,3.0,3.0,0.0,2.0,1.0,3.0,4.0,1.0,1.0,8.0,0.0,2.0,10.0,2.0,1.0,4.0,2.0,3.0
83,5.0,4.0,2.0,2.0,3.0,5.0,1.0,0.0,8.0,1.0,10.0,2.0,6.0,5.0,3.0,5.0,1.0,0.0,0.0,1.0,5.0,3.0,7.0,2.0,6.0,1.0,2.0,4.0,0.0,0.0,6.0,1.0,7.0
84,3.0,4.0,0.0,3.0,3.0,6.0,2.0,1.0,17.0,1.0,3.0,2.0,3.0,8.0,4.0,8.0,6.0,0.0,3.0,0.0,3.0,3.0,4.0,4.0,2.0,3.0,8.0,9.0,4.0,0.0,5.0,1.0,4.0
85,5.0,6.0,0.0,2.0,4.0,3.0,5.0,0.0,10.0,2.0,4.0,3.0,5.0,3.0,7.0,13.0,3.0,1.0,1.0,0.0,3.0,5.0,8.0,1.0,2.0,1.0,1.0,9.0,1.0,1.0,5.0,1.0,5.0
86,6.0,5.0,1.0,2.0,3.0,8.0,4.0,0.0,23.0,3.0,5.0,3.0,8.0,8.0,6.0,5.0,6.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0,5.0,0.0,3.0,10.0,2.0,0.0,6.0,2.0,5.0
87,6.0,2.0,0.0,3.0,0.0,10.0,2.0,2.0,15.0,2.0,5.0,2.0,5.0,5.0,5.0,8.0,5.0,0.0,0.0,0.0,3.0,6.0,9.0,0.0,9.0,3.0,3.0,8.0,1.0,1.0,2.0,0.0,6.0
88,7.0,4.0,0.0,5.0,3.0,12.0,1.0,2.0,28.0,1.0,4.0,1.0,5.0,3.0,3.0,14.0,4.0,1.0,2.0,2.0,5.0,8.0,7.0,3.0,2.0,1.0,3.0,8.0,0.0,0.0,7.0,2.0,3.0
89,5.0,6.0,0.0,4.0,6.0,10.0,3.0,4.0,23.0,2.0,6.0,6.0,11.0,7.0,3.0,19.0,13.0,0.0,4.0,0.0,11.0,5.0,13.0,6.0,8.0,4.0,5.0,16.0,6.0,1.0,11.0,3.0,10.0
90,8.0,6.0,1.0,3.0,11.0,16.0,4.0,2.0,22.0,1.0,12.0,4.0,9.0,12.0,13.0,16.0,8.0,1.0,3.0,0.0,5.0,11.0,12.0,6.0,10.0,2.0,11.0,23.0,8.0,1.0,18.0,4.0,15.0
91,6.0,8.0,1.0,4.0,6.0,16.0,3.0,4.0,23.0,2.0,7.0,2.0,7.0,10.0,6.0,13.0,5.0,0.0,1.0,0.0,5.0,3.0,13.0,5.0,8.0,3.0,12.0,17.0,7.0,1.0,22.0,1.0,6.0
92,10.0,3.0,1.0,2.0,5.0,9.0,4.0,2.0,18.0,1.0,11.0,5.0,11.0,11.0,5.0,14.0,8.0,3.0,2.0,0.0,9.0,3.0,7.0,2.0,9.0,3.0,4.0,15.0,6.0,1.0,10.0,0.0,9.0
93,4.0,6.0,1.0,3.0,11.0,9.0,3.0,4.0,6.0,0.0,8.0,2.0,1.0,16.0,8.0,7.0,8.0,0.0,2.0,0.0,9.0,7.0,3.0,5.0,7.0,1.0,13.0,15.0,6.0,1.0,11.0,4.0,9.0
94,8.0,4.0,1.0,1.0,8.0,8.0,4.0,2.0,5.0,0.0,6.0,4.0,4.0,5.0,1.0,7.0,9.0,1.0,0.0,0.0,5.0,6.0,6.0,1.0,9.0,0.0,3.0,13.0,5.0,2.0,8.0,1.0,7.0
95,4.0,4.0,1.0,0.0,5.0,3.0,6.0,0.0,5.0,1.0,2.0,2.0,2.0,11.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,8.0,2.0,3.0,3.0,0.0,3.0,8.0,2.0,0.0,6.0,1.0,4.0
96,3.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,0.0,1.0,4.0,3.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,4.0,0.0,2.0,3.0,1.0,1.0,6.0,1.0,3.0
97,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,4.0,4.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0
98,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0
99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
100,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
101,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,4.0
